,type,taxes,area,garage,pricePerSqFt,mlsNumber,lotSize,levels,built,maintenance,address,bath,beds,parking,listingDate,listingPrice,soldDate,soldPrice
190,Apartment/Condominium,"$2,700",1068 sqft,Yes,$528,R2767875,,Residential,1995,,"107 - 12464 191b St, Pitt Meadows, BC",2,2,0,12/04/2023,"$564,800",17/04/2023,"$578,000"
191,Multi Family,"$4,584",1807 sqft,Yes,$594,R2768054,,Residential,1995,,"19467 116b Ave, Pitt Meadows, BC",2,4,4,12/04/2023,"$1,075,000",16/04/2023,"$1,080,000"
192,Apartment/Condominium,"$3,065",910 sqft,Yes,$659,R2774436,,Residential,2012,,"310 - 12525 190a St, Pitt Meadows, BC",2,2,2,03/05/2023,"$599,900",14/05/2023,"$595,000"
193,Apartment/Condominium,"$2,517",642 sqft,Yes,$855,R2774910,,Residential,2013,,"411 - 12565 190a St, Pitt Meadows, BC",1,1,1,03/05/2023,"$549,000",13/05/2023,"$518,250"
194,Apartment/Condominium,"$3,121",915 sqft,Yes,$676,R2777042,,Residential,2011,,"411 - 12525 190a St, Pitt Meadows, BC",2,2,2,10/05/2023,"$619,000",14/05/2023,"$640,500"
195,Single Family Residence,"$5,644",2314 sqft,Yes,$574,R2771675,,Residential,2005,,"19267 Fieldstone Walk, Pitt Meadows, BC",2,4,4,24/04/2023,"$1,328,800",14/05/2023,"$1,305,000"
196,Apartment/Condominium,"$2,428",855 sqft,Yes,$613,R2767913,,Residential,1998,,"110 - 19091 Mcmyn Rd, Pitt Meadows, BC",1,1,2,12/04/2023,"$524,900",11/05/2023,"$520,000"
197,Single Family Residence,"$5,341",2962 sqft,Yes,$504,R2771638,,Residential,1993,,"19053 Advent Rd, Pitt Meadows, BC",3,5,4,23/04/2023,"$1,495,000",09/05/2023,"$1,460,000"
198,Single Family Residence,"$2,350",1796 sqft,No,"$1,670",R2761038,,Residential,1960,,"18880 Old Dewdney Trunk Rd, Pitt Meadows, BC",1,2,0,21/03/2023,"$3,000,000",11/05/2023,"$2,825,000"
199,Apartment/Condominium,"$2,017",422 sqft,Yes,$888,R2768196,,Residential,2014,,"319 - 12635 190a St, Pitt Meadows, BC",1,0,1,11/04/2023,"$374,900",07/05/2023,"$365,000"
200,Apartment/Condominium,"$3,026",989 sqft,Yes,$646,R2771121,,Residential,2013,,"317 - 12565 190a St, Pitt Meadows, BC",2,2,2,24/04/2023,"$639,000",09/06/2023,"$633,000"
201,Single Family Residence,"$4,644",2791 sqft,Yes,$465,R2780400,,Residential,1999,,"19795 Sunset Lane, Pitt Meadows, BC",2,3,4,23/05/2023,"$1,299,900",03/06/2023,"$1,260,000"
202,Apartment/Condominium,"$2,414",793 sqft,Yes,$624,R2766930,,Residential,2007,,"216 - 12350 Harris Rd, Pitt Meadows, BC",1,1,2,10/04/2023,"$495,000",04/06/2023,"$515,000"
203,Townhouse,"$3,445",1418 sqft,No,$564,R2733549,,Residential,1994,,"45 - 19034 Mcmyn Rd, Pitt Meadows, BC",2,3,2,23/10/2022,"$799,900",06/06/2023,"$799,900"
204,Single Family Residence,"$5,805",3454 sqft,Yes,$463,R2905140,,Residential,2001,,"19646 Joyner Pl, Pitt Meadows, BC",2,5,4,09/07/2024,"$1,599,900",-,Not Sold Yet
205,Single Family Residence,$902,854 sqft,No,"$1,402",R2781249,,Residential,1986,,"12 Hodgins Harbour, Pitt Meadows, BC",1,3,0,24/05/2023,"$1,198,000",05/06/2023,"$1,224,000"
206,Townhouse,"$3,991",1774 sqft,Yes,$450,R2783777,,Residential,2004,,"48 - 19141 124 Ave, Pitt Meadows, BC",2,3,2,30/05/2023,"$799,000",04/06/2023,"$901,500"
207,Apartment/Condominium,"$3,070",943 sqft,Yes,$699,R2782750,,Residential,2014,,"214 - 12655 190a St, Pitt Meadows, BC",2,2,2,29/05/2023,"$659,800",03/06/2023,"$655,000"
208,Manufactured Home,"$1,602",939 sqft,No,$606,R2768724,,Residential,2006,,"19649 Poplar Dr, Pitt Meadows, BC",2,2,3,16/04/2023,"$569,900",03/07/2023,"$555,000"
209,Single Family Residence,"$5,084",2088 sqft,Yes,$670,R2793368,,Residential,1986,,"19591 Park Rd, Pitt Meadows, BC",3,4,4,26/06/2023,"$1,399,000",09/07/2023,"$1,380,000"
210,Single Family Residence,"$5,323",2465 sqft,Yes,$557,R2787275,,Residential,1990,,"18865 123a Ave, Pitt Meadows, BC",3,5,8,11/06/2023,"$1,375,000",04/07/2023,"$1,290,000"
211,Single Family Residence,"$5,877",2133 sqft,Yes,$621,R2792762,,Residential,1974,,"11536 197b St, Pitt Meadows, BC",3,4,6,26/06/2023,"$1,325,000",03/07/2023,"$1,335,000"
212,Apartment/Condominium,"$2,746",1165 sqft,Yes,$496,R2790406,,Residential,1992,,"201 - 19241 Ford Rd, Pitt Meadows, BC",2,2,1,19/06/2023,"$579,000",30/06/2023,"$565,000"
213,Apartment/Condominium,"$2,465",622 sqft,Yes,$803,R2795696,,Residential,2012,,"201 - 12525 190a St, Pitt Meadows, BC",1,1,1,05/07/2023,"$499,999",08/07/2023,"$499,999"
214,Townhouse,"$4,266",1339 sqft,Yes,$597,R2794814,,Residential,2005,,"37 - 11067 Barnston View Rd, Pitt Meadows, BC",2,2,2,03/07/2023,"$799,900",10/07/2023,"$856,000"
215,Single Family Residence,"$4,836",1028 sqft,Yes,"$1,196",R2741939,,Residential,1969,,"19435 Park Rd, Pitt Meadows, BC",1,3,4,06/12/2022,"$1,230,000",04/07/2023,"$1,082,500"
216,Townhouse,"$3,291",1486 sqft,Yes,$538,R2804982,,Residential,1991,,"3 - 19252 119 Ave, Pitt Meadows, BC",2,3,3,08/08/2023,"$799,999",12/08/2023,"$799,500"
217,Townhouse,"$2,656",1118 sqft,No,$534,R2804769,,Residential,1987,,"19 - 19249 Hammond Rd, Pitt Meadows, BC",1,2,1,07/08/2023,"$598,000",14/08/2023,"$590,000"
218,Townhouse,"$4,248",2078 sqft,Yes,$408,R2803787,,Residential,1994,,"3 - 19270 122a Ave, Pitt Meadows, BC",2,4,3,01/08/2023,"$849,900",07/08/2023,"$900,000"
219,Townhouse,"$3,991",1712 sqft,Yes,$489,R2805132,,Residential,2005,,"17 - 19063 Mcmyn Rd, Pitt Meadows, BC",2,3,3,07/08/2023,"$838,000",13/08/2023,"$810,000"
220,Single Family Residence,"$5,057",2123 sqft,Yes,$658,R2805728,,Residential,1986,,"19544 Oak Terr, Pitt Meadows, BC",2,4,8,08/08/2023,"$1,399,000",14/08/2023,"$1,360,000"
221,Single Family Residence,"$5,773",2631 sqft,Yes,$528,R2800207,,Residential,2004,,"12335 189a St, Pitt Meadows, BC",2,4,5,18/07/2023,"$1,390,000",07/08/2023,"$1,365,000"
222,Apartment/Condominium,"$3,217",1187 sqft,Yes,$588,R2803366,,Residential,2007,,"112 - 19673 Meadow Gardens Way, Pitt Meadows, BC",2,2,1,31/07/2023,"$699,000",06/08/2023,"$699,000"
223,Townhouse,"$3,130",1061 sqft,Yes,$565,R2803840,,Residential,1994,,"55 - 19034 Mcmyn Rd, Pitt Meadows, BC",2,2,2,30/07/2023,"$599,900",08/08/2023,"$615,000"
224,Manufactured Home,"$1,019",1166 sqft,No,$454,R2805823,,Residential,1990,,"29 - 11938 Poplar Dr, Pitt Meadows, BC",2,2,4,09/08/2023,"$529,900",16/09/2023,"$524,000"
225,Apartment/Condominium,"$3,166",941 sqft,Yes,$743,R2815246,,Residential,2014,,"415 - 12635 190a St, Pitt Meadows, BC",2,2,2,11/09/2023,"$699,900",13/09/2023,"$687,500"
226,Single Family Residence,"$6,928",3352 sqft,Yes,$515,R2812905,,Residential,1995,,"12236 Mcmyn Ave, Pitt Meadows, BC",3,6,8,05/09/2023,"$1,729,000",12/09/2023,"$1,740,000"
227,Apartment/Condominium,"$2,790",806 sqft,Yes,$781,R2815206,,Residential,2015,,"117 - 12635 190 A St, Pitt Meadows, BC",2,2,1,12/09/2023,"$629,900",13/09/2023,"$605,000"
228,Apartment/Condominium,"$3,222",1302 sqft,Yes,$506,R2811907,,Residential,1993,,"111 - 19122 122 Ave, Pitt Meadows, BC",2,2,2,04/09/2023,"$659,000",17/09/2023,"$654,500"
229,Townhouse,"$3,943",1587 sqft,Yes,$541,R2812553,,Residential,1993,,"26 - 12268 189a St, Pitt Meadows, BC",2,3,2,05/09/2023,"$859,900",13/09/2023,"$937,000"
230,Single Family Residence,"$5,571",2310 sqft,Yes,$562,R2816511,,Residential,2005,,"11263 Southgate Rd, Pitt Meadows, BC",2,3,4,17/09/2023,"$1,299,900",18/09/2023,"$1,300,000"
231,Apartment/Condominium,"$2,873",870 sqft,Yes,$665,R2816018,,Residential,2019,,"216 - 12460 191 St, Pitt Meadows, BC",2,2,1,14/09/2023,"$579,000",19/09/2023,"$570,000"
232,Apartment/Condominium,"$2,679",1223 sqft,Yes,$449,R2827966,,Residential,1990,,"112 - 19236 Ford Rd, Pitt Meadows, BC",1,2,1,24/10/2023,"$549,999",30/10/2023,"$550,000"
233,Single Family Residence,"$5,195",1265 sqft,Yes,$770,R2827550,,Residential,1989,,"12451 188a St, Pitt Meadows, BC",2,3,4,24/10/2023,"$974,900",26/10/2023,"$990,000"
234,Single Family Residence,"$6,117",2954 sqft,Yes,$538,R2825856,,Residential,2004,,"11233 Tully Cres, Pitt Meadows, BC",3,4,5,17/10/2023,"$1,589,900",29/10/2023,"$1,540,000"
235,Townhouse,"$3,755",1550 sqft,Yes,$612,R2821204,,Residential,1993,,"39 - 12268 189a St, Pitt Meadows, BC",2,3,2,02/10/2023,"$949,900",22/10/2023,"$945,000"
236,Apartment/Condominium,"$3,387",1175 sqft,Yes,$637,R2826730,,Residential,2007,,"128 - 19673 Meadow Gardens Way, Pitt Meadows, BC",2,2,2,22/10/2023,"$749,000",01/11/2023,"$725,000"
237,Single Family Residence,"$5,520",2005 sqft,Yes,$748,R2826481,,Residential,1990,,"19271 123 Ave, Pitt Meadows, BC",2,5,7,18/10/2023,"$1,499,900",22/10/2023,"$1,451,900"
238,Single Family Residence,"$5,516",2580 sqft,Yes,$541,R2825672,,Residential,2005,,"19535 Sawyers Rd, Pitt Meadows, BC",2,4,4,16/10/2023,"$1,398,000",22/10/2023,"$1,425,000"
239,Single Family Residence,"$5,456",2440 sqft,Yes,$512,R2824411,,Residential,1990,,"12447 189a St, Pitt Meadows, BC",3,4,4,12/10/2023,"$1,250,000",22/10/2023,"$1,230,000"
240,Single Family Residence,"$5,621",2451 sqft,Yes,$591,R2836520,,Residential,2008,,"19547 Thorburn Way, Pitt Meadows, BC",2,3,4,05/12/2023,"$1,450,000",27/12/2023,"$1,380,000"
241,Single Family Residence,"$4,873",1261 sqft,Yes,$831,R2821647,,Residential,1989,,"12295 193 St, Pitt Meadows, BC",2,3,4,03/10/2023,"$1,049,000",05/12/2023,"$1,025,000"
242,Apartment/Condominium,"$3,189",1144 sqft,Yes,$533,R2836906,,Residential,2007,,"413 - 19677 Meadow Gardens Way, Pitt Meadows, BC",2,2,1,07/12/2023,"$609,900",22/12/2023,"$600,000"
243,Townhouse,"$3,506",1398 sqft,Yes,$500,R2835355,,Residential,1995,,"3 - 19044 118b Ave, Pitt Meadows, BC",2,2,2,27/11/2023,"$699,000",01/12/2023,"$699,000"
244,Apartment/Condominium,"$3,061",1163 sqft,Yes,$472,R2835674,,Residential,2007,,"222 - 12350 Harris Rd, Pitt Meadows, BC",2,2,0,29/11/2023,"$549,900",30/11/2023,"$548,800"
245,Apartment/Condominium,"$2,666",1179 sqft,Yes,$470,R2819896,,Residential,1992,,"111 - 19241 Ford Rd, Pitt Meadows, BC",2,2,1,26/09/2023,"$555,000",04/12/2023,"$515,000"
246,Single Family Residence,"$5,117",2800 sqft,Yes,$491,R2835480,,Residential,1978,,"19653 117a Ave, Pitt Meadows, BC",2,4,4,27/11/2023,"$1,374,800",03/12/2023,"$1,370,000"
247,Apartment/Condominium,"$2,313",561 sqft,Yes,$903,R2777004,,Residential,2010,,"402 - 12079 Harris Rd, Pitt Meadows, BC",1,1,1,09/05/2023,"$507,000",26/12/2023,"$500,000"
248,Apartment/Condominium,"$2,657",1008 sqft,Yes,$595,R2839932,,Residential,1998,,"310 - 19091 Mcmyn Rd, Pitt Meadows, BC",2,2,2,07/01/2024,"$599,999",25/01/2024,"$595,000"
249,Apartment/Condominium,"$2,749",1180 sqft,Yes,$529,R2843389,,Residential,1994,,"215 - 19122 122 Ave, Pitt Meadows, BC",2,2,2,21/01/2024,"$625,000",26/01/2024,"$619,500"
250,Single Family Residence,"$5,007",1735 sqft,Yes,$749,R2845782,,Residential,1988,,"19573 Somerset Dr, Pitt Meadows, BC",2,3,4,29/01/2024,"$1,299,900",03/02/2024,"$1,285,000"
251,Apartment/Condominium,"$3,091",1092 sqft,Yes,$535,R2844023,,Residential,1998,,"208 - 19091 Mcmyn Rd, Pitt Meadows, BC",2,2,1,22/01/2024,"$585,000",27/01/2024,"$600,000"
252,Single Family Residence,"$5,760",2938 sqft,Yes,$425,R2848064,,Residential,2000,,"19788 Honeydew Dr, Pitt Meadows, BC",2,3,4,06/02/2024,"$1,250,000",06/02/2024,"$1,230,000"
253,Multi Family,"$5,310",2662 sqft,Yes,$506,R2845027,,Residential,2019,,"11728 193a St, Pitt Meadows, BC",3,4,3,28/01/2024,"$1,349,000",04/02/2024,"$1,390,000"
254,Apartment/Condominium,"$2,756",1265 sqft,Yes,$446,R2845814,,Residential,1994,,"203 - 19128 Ford Rd, Pitt Meadows, BC",2,2,2,30/01/2024,"$565,000",03/02/2024,"$565,000"
255,Townhouse,"$3,108",960 sqft,Yes,$623,R2838513,,Residential,1988,,"9 - 18960 Advent Rd, Pitt Meadows, BC",2,2,2,28/12/2023,"$598,900",26/01/2024,"$580,000"
256,Single Family Residence,"$4,699",3025 sqft,Yes,$406,R2856495,,Residential,1998,,"19851 Butternut Lane, Pitt Meadows, BC",2,4,4,04/03/2024,"$1,229,000",17/03/2024,"$1,225,000"
257,Single Family Residence,"$5,658",622t0qf s,Yes,$549,R2847824,,Residential,2004,,"19227 Fieldstone Walk, Pitt Meadows, BC",2,3,4,06/02/2024,"$1,429,999",10/03/2024,"$1,400,000"
258,Townhouse,"$4,323",1413 sqft,Yes,$690,R2859168,,Residential,2019,,"22 - 19451 Sutton Ave, Pitt Meadows, BC",2,3,2,11/03/2024,"$975,000",16/03/2024,"$962,000"
259,Single Family Residence,"$5,383",2405 sqft,Yes,$614,R2845277,,Residential,1998,,"12352 192a St, Pitt Meadows, BC",2,5,4,28/01/2024,"$1,479,000",18/03/2024,"$1,430,000"
260,Multi Family,"$5,025",3023 sqft,Yes,$462,R2858618,,Residential,2016,,"12315 Bonson Rd, Pitt Meadows, BC",3,4,4,11/03/2024,"$1,399,000",18/03/2024,"$1,389,500"
261,Single Family Residence,"$5,850",2270 sqft,Yes,$610,R2856132,,Residential,1976,,"19762 Wildwood Cres N, Pitt Meadows, BC",2,3,4,04/03/2024,"$1,385,000",10/03/2024,"$1,360,000"
262,Apartment/Condominium,"$2,346",926 sqft,Yes,$593,R2850204,,Residential,1997,,"106 - 12155 191b St, Pitt Meadows, BC",1,1,2,14/02/2024,"$550,000",12/03/2024,"$552,000"
263,Single Family Residence,"$5,548",3268 sqft,Yes,$514,R2858610,,Residential,1990,,"18832 Charnley Crt, Pitt Meadows, BC",3,5,6,11/03/2024,"$1,680,000",14/03/2024,"$1,655,000"
264,Single Family Residence,"$5,176",2246 sqft,Yes,$658,R2865245,,Residential,1989,,"12370 188a St, Pitt Meadows, BC",3,5,4,31/03/2024,"$1,480,000",22/04/2024,"$1,440,000"
265,Single Family Residence,"$6,409",2012 sqft,Yes,$621,R2869054,,Residential,1987,,"19488 116b Ave, Pitt Meadows, BC",2,4,8,09/04/2024,"$1,250,000",20/04/2024,"$1,240,000"
266,Townhouse,"$3,300",1101 sqft,Yes,$771,R2867975,,Residential,2020,,"42 - 19696 Hammond Rd, Pitt Meadows, BC",2,3,2,07/04/2024,"$849,900",17/04/2024,"$835,000"
267,Townhouse,"$3,178",1342 sqft,Yes,$483,R2857383,,Residential,1992,,"33 - 19060 Ford Rd, Pitt Meadows, BC",2,2,2,10/03/2024,"$649,000",20/04/2024,"$680,000"
268,Single Family Residence,"$5,699",3303 sqft,Yes,$481,R2870716,,Residential,1999,,"11640 Harris Rd, Pitt Meadows, BC",4,6,5,14/04/2024,"$1,588,888",21/04/2024,"$1,576,000"
269,Manufactured Home,$500,672 sqft,Yes,$446,R2842082,,Residential,1975,,"95 - 19649 Planetree Lane, Pitt Meadows, BC",1,2,1,14/01/2024,"$299,900",22/04/2024,"$290,000"
270,Townhouse,"$3,223",1345 sqft,No,$504,R2872404,,Residential,1992,,"47 - 19060 Ford Rd, Pitt Meadows, BC",2,2,3,17/04/2024,"$678,800",18/04/2024,"$675,000"
271,Manufactured Home,,802 sqft,No,$497,R2871561,,Residential,1977,,"62 - 11901 Pinyon Dr, Pitt Meadows, BC",1,2,2,15/04/2024,"$399,000",18/04/2024,"$399,000"
272,Apartment/Condominium,"$2,442",929 sqft,Yes,$608,R2885000,,Residential,1995,,"406 - 12155 191b St, Pitt Meadows, BC",1,1,2,20/05/2024,"$565,000",24/05/2024,"$560,000"
273,Apartment/Condominium,"$2,700",1075 sqft,Yes,$558,R2885148,,Residential,1994,,"101 - 12464 191b St, Pitt Meadows, BC",2,2,1,20/05/2024,"$599,900",25/05/2024,"$615,000"
274,Apartment/Condominium,"$2,837",1249 sqft,Yes,$464,R2885846,,Residential,1990,,"311 - 19236 Ford Rd, Pitt Meadows, BC",2,2,3,21/05/2024,"$579,900",26/05/2024,"$575,000"
275,Single Family Residence,"$4,649",2008 sqft,No,$684,R2883022,,Residential,1982,,"19497 115a Ave, Pitt Meadows, BC",2,4,3,13/05/2024,"$1,374,888",21/05/2024,"$1,367,500"
276,Apartment/Condominium,"$2,820",565 sqft,Yes,$831,R2878532,,Residential,2015,,"208 - 12409 Harris Rd, Pitt Meadows, BC",1,1,1,02/05/2024,"$469,999",25/05/2024,"$460,000"
277,Apartment/Condominium,"$3,780",1295 sqft,Yes,$656,R2847989,,Residential,2010,,"1007 - 12069 Harris Rd, Pitt Meadows, BC",2,3,1,06/02/2024,"$850,000",24/05/2024,"$850,000"
278,Single Family Residence,"$5,947",2921 sqft,Yes,$547,R2885282,,Residential,2006,,"19863 Silverthorne Pl, Pitt Meadows, BC",2,5,6,20/05/2024,"$1,599,900",23/05/2024,"$1,599,900"
279,Single Family Residence,"$4,443",1406 sqft,No,$807,R2883218,,Residential,1976,,"19559 120b Ave, Pitt Meadows, BC",2,4,2,14/05/2024,"$1,134,900",23/05/2024,"$1,097,000"
280,Apartment/Condominium,"$2,845",765 sqft,Yes,$744,R2894362,,Residential,2015,,"204 - 12409 Harris Rd, Pitt Meadows, BC",2,2,1,11/06/2024,"$569,900",18/06/2024,"$565,000"
281,Townhouse,"$3,679",1711 sqft,Yes,$464,R2893387,,Residential,1991,,"45 - 19160 119 Ave, Pitt Meadows, BC",2,2,2,10/06/2024,"$795,000",22/06/2024,"$782,000"
282,Apartment/Condominium,"$2,753",1044 sqft,Yes,$598,R2885471,,Residential,1994,,"213 - 12464 191b St, Pitt Meadows, BC",2,2,1,20/05/2024,"$625,000",23/06/2024,"$617,000"
283,Apartment/Condominium,"$3,052",940 sqft,Yes,$732,R2888286,,Residential,2013,,"215 - 12565 190a St, Pitt Meadows, BC",2,2,2,28/05/2024,"$688,888",25/06/2024,"$680,000"
284,Townhouse,"$5,732",1843 sqft,Yes,$731,R2879944,,Residential,2006,,"19 - 19452 Fraser Way, Pitt Meadows, BC",2,3,4,05/05/2024,"$1,348,000",20/06/2024,"$1,348,000"
285,Townhouse,,1377 sqft,Yes,$653,R2898618,,Residential,2023,,"80 - 19451 Sutton Ave, Pitt Meadows, BC",2,3,2,23/06/2024,"$899,900",26/06/2024,"$910,000"
